index,基金代码,基金名称,申购费率,基金类型,基金风险,基金规模,成立日,基金经理,基金公司,投资股票,投资债券
5802,008121-,万家自主创新混合C,0.00,混合型-偏股,中高风险,3.50亿元（2021-09-30）,1581264000,黄兴亮,万家基金,688536 688023 002594 300454 300661 603986 600588 688012 688158 300124,1.019649
5803,008122-,南方皓元短债A,0.04,债券型-中短债,中低风险,3.30亿元（2021-09-30）,1574870400,刘骥,南方基金,~,~
5804,008123-,南方皓元短债C,0.00,债券型-中短债,中低风险,0.50亿元（2021-09-30）,1574870400,刘骥,南方基金,~,~
5805,008124-,中邮中证500指数增强C,0.00,指数型-股票,高风险,0.04亿元（2021-09-30）,1577203200,王喆等,中邮基金,001979 601615 000807 002458 002867 000999 600153 002465 600170 002583,~
5806,008125-,创金合信中债1-3年国开债A,0.05,债券型-长债,中低风险,1.54亿元（2021-09-30）,1574265600,郑振源等,创金合信基金,~,~
5807,008126-,创金合信中债1-3年国开债C,0.00,债券型-长债,中低风险,0.09亿元（2021-09-30）,1574265600,郑振源等,创金合信基金,~,~
5808,008127-,广发趋势优选灵活配置混合C,0.00,混合型-灵活,中高风险,12.18亿元（2021-09-30）,1572451200,谭昌杰,广发基金,601058 002541 600256 002867 002648 002727 601166 002675 601899 000725,"1.127540,1.175250"
5809,008128-,湘财长源股票型A,0.15,股票型,高风险,1.82亿元（2021-09-30）,1576598400,徐亦达等,湘财基金,000938 000063 688099 688299 603538 002449 600398 002745 002870 600567,~
5810,008129-,湘财长源股票型C,0.00,股票型,高风险,1.29亿元（2021-09-30）,1576598400,徐亦达等,湘财基金,000938 000063 688099 688299 603538 002449 600398 002745 002870 600567,~
5811,008130-,广发汇优66个月定期开放债券,0.0,债券型-长债,~,146.46亿元（2021-09-30）,1575475200,高翔等,广发基金,~,~
5812,008131-,景顺长城竞争优势混合,0.15,混合型-偏股,中高风险,38.14亿元（2021-09-30）,1596643200,刘苏,景顺长城基金,600519 00700 000858 300630 002142 601888 01109 000568 002475 002415,"0.123099,1.113619,0.127045"
5813,008132-,鹏华价值驱动混合,0.15,混合型-偏股,中高风险,6.07亿元（2021-09-30）,1575302400,张华恩,鹏华基金,002049 600765 603259 603806 688029 600905 00836 603345 300750 000301,~
5814,008133-,华安优质生活混合,0.15,混合型-偏股,中高风险,16.90亿元（2021-09-30）,1582732800,陈媛,华安基金,603345 02020 09922 300750 300957 601888 000858 02331 600519 600809,~
5815,008134-,鹏华优选价值股票,0.15,股票型,高风险,2.05亿元（2021-09-30）,1576512000,伍旋,鹏华基金,00941 300682 00728 002557 000001 603992 00762 601166 03908 02319,~
5816,008135-,华宸未来价值先锋,0.15,混合型-偏股,中高风险,0.25亿元（2021-09-30）,1579536000,张翼翔,华宸未来基金,600048 001979 600383 601567 002241 002390 603456 002968 002304 002158,1.018006
5817,008136-,九泰科盈价值混合C,0.00,混合型-灵活,中高风险,2.88亿元（2021-09-30）,1583942400,张鹏程等,九泰基金,601012 300014 600309 600036 601100 600887 300124 603899 600048 000858,"1.019654,1.019649,1.019641"
5818,008137-,九泰天奕量化价值混合C,0.00,混合型-偏股,中高风险,0.02亿元（2021-09-30）,1590681600,孟亚强,九泰基金,603259 600036 002202 601318 000333 000001 300760 600519 600009 601888,~
5819,008138-,富国龙头优势混合,0.15,混合型-偏股,中高风险,6.70亿元（2021-09-30）,1578931200,毕天宇,富国基金,600519 603501 300573 300014 002142 002271 002643 300285 603129 600258,~
5820,008139-,鑫元一年中高等级债,0.0,债券型-长债,~,2.56亿元（2021-09-30）,1584460800,郭卉,鑫元基金,~,~
5821,008140-,汇添富绝对收益定开混合C,0.00,混合型-平衡,中高风险,39.27亿元（2021-09-30）,1573401600,顾耀强等,汇添富基金,600519 000858 300059 002142 601888 601166 000001 600030 603259 601658,"1.163885,1.163895"
5822,008142-,工银瑞信黄金ETF联接A,0.06,商品（不含QDII）,高风险,0.48亿元（2021-09-30）,1589990400,赵栩,工银瑞信基金,~,~
5823,008143-,工银瑞信黄金ETF联接C,0.00,商品（不含QDII）,高风险,0.09亿元（2021-09-30）,1589990400,赵栩,工银瑞信基金,~,~
5824,008144-,工银智远配置三个月混合(FOF),0.10,混合型-偏债,中高风险,6.09亿元（2021-09-30）,1574092800,周崟,工银瑞信基金,~,~
5825,008145-,兴全优选进取三个月持有(FOF)A,0.15,混合型-偏股,中高风险,36.67亿元（2021-09-30）,1583424000,林国怀等,兴证全球基金,002520 688186 300460 300850 600754 002139 600059 600584 002414 002415,"1.113044,1.110059"
5826,008146-,中银添瑞6个月A,0.03,债券型-长债,中低风险,0.21亿元（2021-09-30）,1577289600,索丽娜等,中银基金,~,1.122749
5827,008147-,中银添瑞6个月C,0.00,债券型-长债,中低风险,0.31亿元（2021-09-30）,1577289600,索丽娜等,中银基金,~,1.122749
5828,008150-,嘉实远见企业精选两年持有期混合,0.15,混合型-偏股,中高风险,18.61亿元（2021-09-30）,1600617600,胡涛,嘉实基金,002812 600809 300661 601100 300763 300782 300015 300760 600563 688188,"1.019658,1.019654,0.127046"
5829,008154-,嘉实医药健康100ETF联接A,0.12,指数型-股票,高风险,0.22亿元（2021-09-30）,1617638400,李直等,嘉实基金,300760 300015 600276 300122 000661 002821 600196 002001 300003 688202,1.019658
5830,008155-,嘉实医药健康100ETF联接C,0.00,指数型-股票,高风险,1.94亿元（2021-09-30）,1617638400,李直等,嘉实基金,300760 300015 600276 300122 000661 002821 600196 002001 300003 688202,1.019658
5831,008156-,中金中债1-3年政金债A,0.06,债券型-长债,中低风险,1.04亿元（2021-09-30）,1577203200,石玉,中金基金,~,~
5832,008157-,中金中债1-3年政金债C,0.00,债券型-长债,中低风险,0.00亿元（2021-09-30）,1577203200,石玉,中金基金,~,~
5833,008158-,招商盛鑫优选3个月持有(FOF)A,0.12,混合型-偏股,中高风险,0.13亿元（2021-09-30）,1589385600,徐冉,招商基金,002371 600919 600779 02500 300059 601009,~
5834,008159-,招商盛鑫优选3个月持有(FOF)C,0.00,混合型-偏股,中高风险,0.18亿元（2021-09-30）,1589385600,徐冉,招商基金,002371 600919 600779 02500 300059 601009,~
5835,008160-,前海联合淳安3年定开债券,0.0,债券型-长债,~,64.64亿元（2021-09-30）,1574697600,张文,前海联合,~,0.108605
5836,008161-,广发汇达3个月定期开放债券,0.0,债券型-长债,~,9.61亿元（2021-09-30）,1581868800,王予柯,广发基金,~,"0.112964,1.155565,1.155822"
5837,008162-,浦银安盛经济带崛起混合C,0.00,混合型-灵活,中高风险,1.22亿元（2021-09-30）,1572451200,褚艳辉,浦银安盛基金,603259 600519 603456 600702 603185 601117 600809 601636 002709 600711,~
5838,008163-,南方大盘红利50ETF联接A,0.12,指数型-股票,高风险,0.76亿元（2021-09-30）,1579536000,崔蕾,南方基金,601088 600027 600023 600048 600177 601006 001979 000651 600585 601668,~
5839,008164-,南方大盘红利50ETF联接C,0.00,指数型-股票,高风险,0.19亿元（2021-09-30）,1579536000,崔蕾,南方基金,601088 600027 600023 600048 600177 601006 001979 000651 600585 601668,~
5840,008165-,东兴鑫远三年定开,0.04,债券型-长债,中低风险,20.67亿元（2021-09-30）,1586880000,司马义买买提,东兴基金管理,~,~
5841,008166-,工银消费股票A,0.15,股票型,高风险,4.10亿元（2021-09-30）,1583337600,张玮升,工银瑞信基金,600519 000333 603486 000858 600887 601888 002304 600690 600702 000568,1.113626
5842,008167-,工银消费股票C,0.00,股票型,高风险,1.11亿元（2021-09-30）,1583337600,张玮升,工银瑞信基金,600519 000333 603486 000858 600887 601888 002304 600690 600702 000568,1.113626
5843,008168-,汇添富聚焦成长三个月混合FOF,0.12,混合型-偏股,中高风险,13.49亿元（2021-09-30）,1594569600,袁建军,汇添富基金,~,1.019649
5844,008169-,汇添富核心优势三个月混合(FOF),0.10,混合型-偏股,中高风险,17.46亿元（2021-09-30）,1587830400,袁建军,汇添富基金,~,1.019649
5845,008170-,博时富添纯债债券,0.08,债券型-长债,中低风险,0.52亿元（2021-09-30）,1574179200,李秋实等,博时基金,~,~
5846,008171-,长城嘉裕六个月定开债A,0.0,债券型-长债,~,7.40亿元（2021-09-30）,1576684800,徐涛国,长城基金,~,~
5847,008172-,长城嘉裕六个月定开债C,0.0,债券型-长债,~,0.00亿元（2021-09-30）,1576684800,徐涛国,长城基金,~,~
5848,008173-,兴全稳泰债券C,0.00,债券型-长债,中低风险,21.12亿元（2021-09-30）,1572969600,王帅,兴证全球基金,~,~
5849,008174-,国泰蓝筹精选混合A,0.15,混合型-偏股,中高风险,6.97亿元（2021-09-30）,1582732800,李恒,国泰基金,600519 00700 000858 000333 000568 600031 300015 02313 300760 600309,"1.019649,1.019654"
5850,008175-,国泰蓝筹精选混合C,0.00,混合型-偏股,中高风险,0.76亿元（2021-09-30）,1582732800,李恒,国泰基金,600519 00700 000858 000333 000568 600031 300015 02313 300760 600309,"1.019649,1.019654"
5851,008176-,长信利保债券C,0.00,债券型-混合债,中风险,1.40亿元（2021-09-30）,1573401600,冯彬,长信基金,600036 601318 000333 600031 300033 600570 000088 000776 300059 601009,1.143415
5852,008177-,建信高股息主题股票,0.15,股票型,高风险,5.99亿元（2021-09-30）,1579536000,陶灿,建信基金,002466 300035 300316 600884 600110 300390 603799 300750 600600 002371,~
5853,008178-,同泰慧盈混合A,0.15,混合型-偏股,中高风险,1.47亿元（2021-09-30）,1574697600,杨喆,同泰基金,002240 002466 688599 600036 000799 000983 002326 601377 600111 603259,~
5854,008179-,同泰慧盈混合C,0.00,混合型-偏股,中高风险,0.85亿元（2021-09-30）,1574697600,杨喆,同泰基金,002240 002466 688599 600036 000799 000983 002326 601377 600111 603259,~
5855,008180-,同泰慧利混合A,0.15,混合型-偏股,中高风险,1.46亿元（2021-09-30）,1593705600,王伟,同泰基金,002709 002812 603659 603799 600111 002460 002049 688599 000733 601126,1.018006
5856,008181-,同泰慧利混合C,0.00,混合型-偏股,中高风险,0.10亿元（2021-09-30）,1593705600,王伟,同泰基金,002709 002812 603659 603799 600111 002460 002049 688599 000733 601126,1.018006
5857,008182-,方正富邦信泓混合C,0.00,混合型-灵活,中高风险,0.04亿元（2021-09-30）,1572883200,闻晨雨等,方正富邦基金,300274 603259 601012 002049 000301 300957 600399 603690 603806 688793,~
5858,008183-,招商普盛全球配置(QDII-FOF)美元现钞,0.0,QDII,~,0.67亿元（2021-09-30）,1579363200,白海峰,招商基金,~,~
5859,008184-,新华沪深300指数增强C,0.00,指数型-股票,高风险,1.44亿元（2021-09-30）,1576598400,邓岳,新华基金,600036 600809 600519 000568 600030 600438 000333 601838 601336 000425,~
5860,008185-,诺安研究优选混合A,0.15,混合型-偏股,中高风险,2.70亿元（2021-09-30）,1588953600,王创练等,诺安基金,002472 601058 300014 300772 300850 300007 603659 002353 002724 002709,~
5861,008186-,淳厚信睿混合A,0.12,混合型-偏股,中高风险,7.04亿元（2021-09-30）,1581436800,薛莉丽等,淳厚基金,300750 603369 06049 600519 01209 600563 600585 002484 06098 300059,~
5862,008187-,淳厚信睿混合C,0.00,混合型-偏股,中高风险,1.63亿元（2021-09-30）,1581436800,薛莉丽等,淳厚基金,300750 603369 06049 600519 01209 600563 600585 002484 06098 300059,~
5863,008188-,前海开源稳健增长三年混合,0.15,混合型-偏股,中高风险,26.92亿元（2021-09-30）,1584460800,邱杰,前海开源基金,600048 001979 600383 601377 03958 01776 600011 600988 000651 003816,~
5864,008189-,国泰中证钢铁ETF联接A,0.10,指数型-股票,高风险,2.27亿元（2021-09-30）,1579449600,谢东旭,国泰基金,600295,~
5865,008190-,国泰中证钢铁ETF联接C,0.00,指数型-股票,高风险,5.52亿元（2021-09-30）,1579449600,谢东旭,国泰基金,600295,~
5866,008199-,华夏创新100ETF联接A,0.12,指数型-股票,高风险,0.34亿元（2021-09-30）,1588089600,荣膺,华夏基金,~,~
5867,008200-,华夏创新100ETF联接C,0.00,指数型-股票,高风险,0.06亿元（2021-09-30）,1588089600,荣膺,华夏基金,~,~
5868,008201-,银华MSCI中国A股联接C,0.00,指数型-股票,高风险,0.07亿元（2021-09-30）,1573056000,周大鹏,银华基金,~,~
5869,008202-,中银恒裕9个月持有期债券A,0.03,债券型-长债,中低风险,0.37亿元（2021-09-30）,1576771200,王晓彦,中银基金,~,"0.111101,1.175690"
5870,008203-,中银恒裕9个月持有期债券C,0.00,债券型-长债,中低风险,0.33亿元（2021-09-30）,1576771200,王晓彦,中银基金,~,"0.111101,1.175690"
5871,008204-,交银稳利中短债债券A,0.03,债券型-中短债,中低风险,55.73亿元（2021-09-30）,1576166400,黄莹洁,交银施罗德基金,~,~
5872,008205-,交银稳利中短债债券C,0.00,债券型-中短债,中低风险,2.28亿元（2021-09-30）,1576166400,黄莹洁,交银施罗德基金,~,~
5873,008206-,国泰聚瑞纯债债券,0.0,债券型-长债,~,5.11亿元（2021-09-30）,1588089600,胡智磊,国泰基金,~,~
5874,008207-,国泰合融纯债债券,0.0,债券型-长债,~,2.04亿元（2021-09-30）,1577289600,刘嵩扬等,国泰基金,~,~
5875,008208-,博道嘉泰回报混合,0.12,混合型-偏股,中高风险,20.09亿元（2021-09-30）,1576684800,张迎军,博道基金,300274 300750 002230 603259 002791 600926 600150 600966 300763 603185,"1.019654,0.128095,1.113616,0.123119"
5876,008209-,南方宝泰一年混合A,0.12,混合型-偏债,中风险,20.28亿元（2021-09-30）,1577376000,林乐峰,南方基金,601166 002142 600887 600519 600741 601877 000001 603806 600886 600399,1.188482
5877,008210-,南方宝泰一年混合C,0.00,混合型-偏债,中风险,5.30亿元（2021-09-30）,1577376000,林乐峰,南方基金,601166 002142 600887 600519 600741 601877 000001 603806 600886 600399,1.188482
5878,008211-,银华永盛债券,0.0,债券型-长债,~,5.08亿元（2021-09-30）,1583337600,瞿灿,银华基金,~,~
5879,008212-,华夏新机遇混合C,0.00,混合型-灵活,中高风险,3.14亿元（2021-09-30）,1573747200,董阳阳,华夏基金,300750 600438 600760 603816 002311 002466 300724 603690 000933 600036,~
5880,008213-,华夏新起点混合C,0.00,混合型-灵活,中高风险,0.02亿元（2021-09-30）,1573747200,李铧汶,华夏基金,688050 300740 600570 600223 688363 300059 603826 688366 688023 688016,"1.019654,1.019658,1.019649,0.123114"
5881,008214-,华安鑫福定开债A,0.0,债券型-长债,~,122.98亿元（2021-09-30）,1574697600,孙丽娜,华安基金,~,0.108605
5882,008215-,华安鑫福定开债C,0.0,债券型-长债,~,0.00亿元（2021-09-30）,1574697600,孙丽娜,华安基金,~,0.108605
5883,008216-,农银汇理彭博1-3年利率债指数,0.05,债券型-长债,中低风险,22.19亿元（2021-09-30）,1577376000,郭振宇,农银汇理基金,~,~
5884,008217-,国泰聚盈三年定期开放债券,0.0,债券型-长债,~,51.62亿元（2021-09-30）,1577289600,刘嵩扬,国泰基金,~,~
5885,008219-,西部利得尊逸三年定开债券,0.06,债券型-长债,中低风险,43.38亿元（2021-09-30）,1575475200,刘心峰等,西部利得基金,~,~
5886,008221-,兴业聚鑫灵活配置混合C,0.00,混合型-灵活,中高风险,0.85亿元（2021-09-30）,1574006400,腊博,兴业基金,300059 002236 300253 600570 002557 600028 601607 601985 002138 600926,1.175521
5887,008222-,兴业机遇债券C,0.00,债券型-混合债,中风险,0.01亿元（2021-09-30）,1574006400,丁进,兴业基金,601607 600522 000333 002727 601009 601985 002236 601877 600028 601311,"0.128129,0.128083,1.113042,1.110059"
5888,008223-,交银裕泰两年定期开放债券,0.0,债券型-长债,~,120.20亿元（2021-09-30）,1575907200,于海颖等,交银施罗德基金,~,~
5889,008224-,金元顺安泓丰87个月定开债A,0.05,债券型-长债,中低风险,59.43亿元（2021-09-30）,1606924800,苏利华,金元顺安基金,~,~
5890,008225-,金元顺安泓丰87个月定开债C,0.00,债券型-长债,中低风险,0.00亿元（2021-09-30）,1606924800,苏利华,金元顺安基金,~,~
5891,008226-,南方远利3个月定开债,0.0,债券型-长债,~,15.73亿元（2021-09-30）,1576771200,何康,南方基金,~,0.149193
5892,008227-,宝盈研究精选混合A,0.15,混合型-偏股,中高风险,6.88亿元（2021-09-30）,1577116800,张仲维等,宝盈基金,300750 002709 002049 300496 300059 300628 688696 002920 300274 601012,~
5893,008228-,宝盈研究精选混合C,0.00,混合型-偏股,中高风险,1.77亿元（2021-09-30）,1577116800,张仲维等,宝盈基金,300750 002709 002049 300496 300059 300628 688696 002920 300274 601012,~
5894,008229-,鑫元安硕两年定开债,0.06,债券型-长债,中低风险,23.16亿元（2021-09-30）,1596124800,郭卉,鑫元基金,~,1.018006
